real_name,WELL01_1,WELL02_1,WELL03_1,WELL04_1,WELL05_1,WELL06_1,WELL07_1,WELL08_1,WELL09_1,WELL10_1,WELL11_1,WELL12_1,PART_TIME,PART_EAST
mean,6.2158,6.27439,6.25554,4.35329,4.3641,4.3876,2.55694,2.5161,2.54241,0.71263,0.719887,0.696901,6809.21,241.542
