 1
                        1   11   25 0.2450000E+03 0.1050000E+03 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
                        1   12   25 0.2448135E+03 0.1100000E+03 0.0000000E+00 -.3214634E-02 0.9495617E-01 0.0000000E+00 0.9056287E-01 0.5524865E+02
                        1   13   25 0.2438097E+03 0.1200000E+03 0.0000000E+00 -.7293216E-02 0.8618528E-01 0.0000000E+00 0.7962510E-01 0.1814684E+03
                        1   14   25 0.2440678E+03 0.1300000E+03 0.0000000E+00 0.1985751E-02 0.7265352E-01 0.0000000E+00 0.7478943E-01 0.3152217E+03
                        1   15   25 0.2441576E+03 0.1400000E+03 0.0000000E+00 0.7693092E-03 0.7691593E-01 0.0000000E+00 0.8122548E-01 0.4383407E+03
                        1   16   25 0.2438791E+03 0.1500000E+03 0.0000000E+00 -.2607280E-02 0.8568633E-01 0.0000000E+00 0.8963153E-01 0.5499518E+03
                        1   17   25 0.2432467E+03 0.1600000E+03 0.0000000E+00 -.5581314E-02 0.9362445E-01 0.0000000E+00 0.9109419E-01 0.6599476E+03
                        1   18   25 0.2424563E+03 0.1700000E+03 0.0000000E+00 -.8208354E-02 0.8825374E-01 0.0000000E+00 0.9614192E-01 0.7642849E+03
                        1   19   25 0.2418918E+03 0.1800000E+03 0.0000000E+00 -.6850465E-02 0.1038554E+00 0.0000000E+00 0.1125535E+00 0.8532731E+03
                        1   20   25 0.2410877E+03 0.1900000E+03 0.0000000E+00 -.8393917E-02 0.1213473E+00 0.0000000E+00 0.1130164E+00 0.9420414E+03
                        1   21   25 0.2406529E+03 0.2000000E+03 0.0000000E+00 -.3714248E-02 0.1043837E+00 0.0000000E+00 0.9468281E-01 0.1047757E+04
                        1   22   25 0.2412356E+03 0.2100000E+03 0.0000000E+00 0.5230236E-02 0.8543546E-01 0.0000000E+00 0.8772810E-01 0.1161939E+04
                        1   23   25 0.2416019E+03 0.2200000E+03 0.0000000E+00 0.3494386E-02 0.8975942E-01 0.0000000E+00 0.9261755E-01 0.1269982E+04
                        1   24   25 0.2413091E+03 0.2300000E+03 0.0000000E+00 -.2488733E-02 0.9540886E-01 0.0000000E+00 0.9013389E-01 0.1380976E+04
                        1   25   25 0.2409566E+03 0.2400000E+03 0.0000000E+00 -.3242400E-02 0.8498273E-01 0.0000000E+00 0.8849913E-01 0.1494042E+04
