 1
                        1   11   25 0.2450000E+03 0.1050000E+03 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00
                        1   12   25 0.2439788E+03 0.1100000E+03 0.0000000E+00 -.1578330E-01 0.7794438E-01 0.0000000E+00 0.7921356E-01 0.6442353E+02
                        1   13   25 0.2423268E+03 0.1200000E+03 0.0000000E+00 -.1262354E-01 0.7727978E-01 0.0000000E+00 0.7788712E-01 0.1945547E+03
                        1   14   25 0.2409982E+03 0.1300000E+03 0.0000000E+00 -.1004678E-01 0.7641286E-01 0.0000000E+00 0.7668521E-01 0.3261037E+03
                        1   14   24 0.2400000E+03 0.1395019E+03 0.0000000E+00 -.7880742E-02 0.7562234E-01 0.0000000E+00 0.7573164E-01 0.4522619E+03
                        1   15   24 0.2399452E+03 0.1400000E+03 0.0000000E+00 -.7944774E-02 0.7220011E-01 0.0000000E+00 0.7261379E-01 0.4591633E+03
                        1   16   24 0.2390450E+03 0.1500000E+03 0.0000000E+00 -.6472107E-02 0.7216308E-01 0.0000000E+00 0.7232314E-01 0.5979907E+03
                        1   17   24 0.2382251E+03 0.1600000E+03 0.0000000E+00 -.5903204E-02 0.7190298E-01 0.0000000E+00 0.7219264E-01 0.7369738E+03
                        1   18   24 0.2374774E+03 0.1700000E+03 0.0000000E+00 -.5402511E-02 0.7199933E-01 0.0000000E+00 0.7232510E-01 0.8756244E+03
                        1   19   24 0.2369207E+03 0.1800000E+03 0.0000000E+00 -.4051890E-02 0.7225052E-01 0.0000000E+00 0.7263309E-01 0.1013516E+04
                        1   20   24 0.2367073E+03 0.1900000E+03 0.0000000E+00 -.1560967E-02 0.7279110E-01 0.0000000E+00 0.7298816E-01 0.1150556E+04
                        1   21   24 0.2368980E+03 0.2000000E+03 0.0000000E+00 0.1395906E-02 0.7315394E-01 0.0000000E+00 0.7318606E-01 0.1287218E+04
                        1   22   24 0.2375088E+03 0.2100000E+03 0.0000000E+00 0.4461328E-02 0.7318494E-01 0.0000000E+00 0.7324865E-01 0.1423994E+04
                        1   23   24 0.2385963E+03 0.2200000E+03 0.0000000E+00 0.7897619E-02 0.7304420E-01 0.0000000E+00 0.7326467E-01 0.1561290E+04
                        1   23   25 0.2400000E+03 0.2291317E+03 0.0000000E+00 0.1102874E-01 0.7262430E-01 0.0000000E+00 0.7303290E-01 0.1687794E+04
                        1   24   25 0.2401292E+03 0.2300000E+03 0.0000000E+00 0.1116342E-01 0.7509848E-01 0.0000000E+00 0.7587573E-01 0.1699364E+04
                        1   25   25 0.2419388E+03 0.2400000E+03 0.0000000E+00 0.1324836E-01 0.7500232E-01 0.0000000E+00 0.7530672E-01 0.1834311E+04
                        1   26   25 0.2439716E+03 0.2500000E+03 0.0000000E+00 0.1434277E-01 0.7321139E-01 0.0000000E+00 0.7334682E-01 0.1973438E+04
                        1   27   25 0.2460598E+03 0.2600000E+03 0.0000000E+00 0.1415172E-01 0.7055831E-01 0.0000000E+00 0.7064569E-01 0.2118043E+04
                        1   28   25 0.2479787E+03 0.2700000E+03 0.0000000E+00 0.1252976E-01 0.6776826E-01 0.0000000E+00 0.6773823E-01 0.2268364E+04
                        1   29   25 0.2495363E+03 0.2800000E+03 0.0000000E+00 0.9815172E-02 0.6529605E-01 0.0000000E+00 0.6492271E-01 0.2424250E+04
                        1   29   26 0.2500000E+03 0.2840764E+03 0.0000000E+00 0.7069136E-02 0.6301596E-01 0.0000000E+00 0.6298519E-01 0.2489387E+04
                        1   30   26 0.2506850E+03 0.2900000E+03 0.0000000E+00 0.7167656E-02 0.6373639E-01 0.0000000E+00 0.6327260E-01 0.2583632E+04
                        1   31   26 0.2514828E+03 0.3000000E+03 0.0000000E+00 0.4745388E-02 0.6197903E-01 0.0000000E+00 0.6091304E-01 0.2748322E+04
                        1   32   26 0.2520403E+03 0.3100000E+03 0.0000000E+00 0.3222508E-02 0.5947840E-01 0.0000000E+00 0.5873092E-01 0.2918854E+04
                        1   33   26 0.2524830E+03 0.3200000E+03 0.0000000E+00 0.2527611E-02 0.5780925E-01 0.0000000E+00 0.5750795E-01 0.3092914E+04
                        1   34   26 0.2529877E+03 0.3300000E+03 0.0000000E+00 0.2888125E-02 0.5709540E-01 0.0000000E+00 0.5723391E-01 0.3267857E+04
                        1   35   26 0.2537973E+03 0.3400000E+03 0.0000000E+00 0.4682471E-02 0.5722576E-01 0.0000000E+00 0.5771865E-01 0.3441678E+04
                        1   36   26 0.2549893E+03 0.3500000E+03 0.0000000E+00 0.7007905E-02 0.5783620E-01 0.0000000E+00 0.5872387E-01 0.3613173E+04
                        1   37   26 0.2563317E+03 0.3600000E+03 0.0000000E+00 0.8132693E-02 0.5878839E-01 0.0000000E+00 0.6021692E-01 0.3780729E+04
                        1   38   26 0.2575529E+03 0.3700000E+03 0.0000000E+00 0.7750088E-02 0.6058395E-01 0.0000000E+00 0.6247343E-01 0.3941986E+04
                        1   39   26 0.2584213E+03 0.3800000E+03 0.0000000E+00 0.5840536E-02 0.6346381E-01 0.0000000E+00 0.6558838E-01 0.4095025E+04
                        1   40   26 0.2587259E+03 0.3900000E+03 0.0000000E+00 0.2185941E-02 0.6725790E-01 0.0000000E+00 0.6951723E-01 0.4238941E+04
                        1   41   26 0.2583150E+03 0.4000000E+03 0.0000000E+00 -.3167799E-02 0.7176077E-01 0.0000000E+00 0.7446121E-01 0.4373353E+04
                        1   42   26 0.2572680E+03 0.4100000E+03 0.0000000E+00 -.8672389E-02 0.7709981E-01 0.0000000E+00 0.8036572E-01 0.4498464E+04
                        1   43   26 0.2558055E+03 0.4200000E+03 0.0000000E+00 -.1290213E-01 0.8282620E-01 0.0000000E+00 0.8640391E-01 0.4615431E+04
